Drug1,Drug2,Label
Dienogest,Acenocoumarol,35
Diethylstilbestrol,Acenocoumarol,35
Diflunisal,Acenocoumarol,11
Dihydroergotamine,Acenocoumarol,0
Diltiazem,Acenocoumarol,0
Disulfiram,Acenocoumarol,2
Dosulepin,Acenocoumarol,0
Doxepin,Acenocoumarol,11
Doxycycline,Acenocoumarol,0
Dronedarone,Acenocoumarol,2
Drospirenone,Acenocoumarol,35
Duloxetine,Acenocoumarol,11
Econazole,Acenocoumarol,2
Enoxacin,Acenocoumarol,11
Enzalutamide,Acenocoumarol,3
Epinastine,Acenocoumarol,11
Epoprostenol,Acenocoumarol,11
Erythromycin,Acenocoumarol,2
Escitalopram,Acenocoumarol,11
Eslicarbazepineacetate,Acenocoumarol,0
Esomeprazole,Acenocoumarol,2
Estradiol,Acenocoumarol,35
Estradiolacetate,Acenocoumarol,35
Estradiolcypionate,Acenocoumarol,35
Estradiolvalerate,Acenocoumarol,35
Estramustine,Acenocoumarol,35
Estrone,Acenocoumarol,35
Estronesulfate,Acenocoumarol,35
Etacrynicacid,Acenocoumarol,2
Ethanol,Acenocoumarol,3
Ethinylestradiol,Acenocoumarol,35
Ethotoin,Acenocoumarol,11
Etodolac,Acenocoumarol,11
Etonogestrel,Acenocoumarol,35
Etoposide,Acenocoumarol,11
Etoricoxib,Acenocoumarol,11
Fenofibrate,Acenocoumarol,11
Floxuridine,Acenocoumarol,0
Fluorouracil,Acenocoumarol,2
Fluoxetine,Acenocoumarol,0
Flurbiprofen,Acenocoumarol,11
Fluvastatin,Acenocoumarol,0
Fluvoxamine,Acenocoumarol,0
Fosphenytoin,Acenocoumarol,11
Gefitinib,Acenocoumarol,11
Gemfibrozil,Acenocoumarol,0
Gestodene,Acenocoumarol,35
Gliclazide,Acenocoumarol,11
Glimepiride,Acenocoumarol,11
Glipizide,Acenocoumarol,11
Glutethimide,Acenocoumarol,8
Glyburide,Acenocoumarol,11
Griseofulvin,Acenocoumarol,3
Hexobarbital,Acenocoumarol,8
Hydroxyprogesteronecaproate,Acenocoumarol,4
Ibrutinib,Acenocoumarol,1
Ibuprofen,Acenocoumarol,11
Ifosfamide,Acenocoumarol,11
Imatinib,Acenocoumarol,0
Imipramine,Acenocoumarol,11
Indomethacin,Acenocoumarol,11
Irbesartan,Acenocoumarol,0
Isavuconazole,Acenocoumarol,2
Isoniazid,Acenocoumarol,0
Isradipine,Acenocoumarol,0
Itraconazole,Acenocoumarol,2
Ivacaftor,Acenocoumarol,2
Ivermectin,Acenocoumarol,11
Ketoconazole,Acenocoumarol,2
Ketoprofen,Acenocoumarol,11
Lansoprazole,Acenocoumarol,2
Leflunomide,Acenocoumarol,11
Levofloxacin,Acenocoumarol,11
Levomilnacipran,Acenocoumarol,1
Levonorgestrel,Acenocoumarol,35
Levothyroxine,Acenocoumarol,11
Lidocaine,Acenocoumarol,0
Liotrix,Acenocoumarol,11
Lobeglitazone,Acenocoumarol,0
Lornoxicam,Acenocoumarol,11
Lorpiprazole,Acenocoumarol,2
Losartan,Acenocoumarol,0
Lovastatin,Acenocoumarol,0
Loxoprofen,Acenocoumarol,11
Lumacaftor,Acenocoumarol,3
Lumiracoxib,Acenocoumarol,11
Masoprocol,Acenocoumarol,11
Medroxyprogesteroneacetate,Acenocoumarol,35
Mefenamicacid,Acenocoumarol,11
Meloxicam,Acenocoumarol,11
Mercaptopurine,Acenocoumarol,35
Mestranol,Acenocoumarol,35
Metamizole,Acenocoumarol,11
Methimazole,Acenocoumarol,35
Methylphenidate,Acenocoumarol,2
Methylphenobarbital,Acenocoumarol,8
Methyltestosterone,Acenocoumarol,11
Metronidazole,Acenocoumarol,2
Mexiletine,Acenocoumarol,0
Miconazole,Acenocoumarol,2
Midostaurin,Acenocoumarol,0
Mifepristone,Acenocoumarol,2
Mirtazapine,Acenocoumarol,11
Mitotane,Acenocoumarol,3
Moclobemide,Acenocoumarol,0
Modafinil,Acenocoumarol,0
Mycophenolatemofetil,Acenocoumarol,11
Mycophenolicacid,Acenocoumarol,11
Nabumetone,Acenocoumarol,11
Nandrolonedecanoate,Acenocoumarol,11
Naproxen,Acenocoumarol,11
Nefazodone,Acenocoumarol,0
Netupitant,Acenocoumarol,2
Nicardipine,Acenocoumarol,0
Amiodarone,Acetaminophen,0
Amobarbital,Acetaminophen,8
Apalutamide,Acetaminophen,3
Aprepitant,Acetaminophen,2
Aripiprazole,Acetaminophen,3
Atomoxetine,Acetaminophen,0
Atorvastatin,Acetaminophen,1
Azithromycin,Acetaminophen,0
Betaxolol,Acetaminophen,0
Bortezomib,Acetaminophen,0
Bosentan,Acetaminophen,3
Bosutinib,Acetaminophen,2
Bromocriptine,Acetaminophen,1
Bupropion,Acetaminophen,0
Cabergoline,Acetaminophen,1
Caffeine,Acetaminophen,0
Capecitabine,Acetaminophen,0
Carbamazepine,Acetaminophen,8
Celecoxib,Acetaminophen,0
Ceritinib,Acetaminophen,2
Cerivastatin,Acetaminophen,2
Chloroquine,Acetaminophen,0
Chlorpromazine,Acetaminophen,0
Cholecalciferol,Acetaminophen,0
Cimetidine,Acetaminophen,0
Cinacalcet,Acetaminophen,0
Citalopram,Acetaminophen,0
Clarithromycin,Acetaminophen,0
Clemastine,Acetaminophen,0
Clomipramine,Acetaminophen,0
Clotrimazole,Acetaminophen,0
Clozapine,Acetaminophen,0
Cocaine,Acetaminophen,0
Colchicine,Acetaminophen,2
Conivaptan,Acetaminophen,2
Crisaborole,Acetaminophen,0
Crizotinib,Acetaminophen,0
Cyclosporine,Acetaminophen,0
Cyproteroneacetate,Acetaminophen,3
Dabigatranetexilate,Acetaminophen,12
Acetaminophen,Dabrafenib,3
Acetaminophen,Darifenacin,0
Acetaminophen,Dasatinib,51
Acetaminophen,Desipramine,0
Acetaminophen,Dicoumarol,11
Acetaminophen,Dihydroergotamine,1
Acetaminophen,Diltiazem,0
Acetaminophen,Diphenhydramine,0
Acetaminophen,Dosulepin,0
Acetaminophen,Doxorubicin,2
Acetaminophen,Doxycycline,0
Acetaminophen,Dronedarone,0
Acetaminophen,Duloxetine,0
Acetaminophen,Eliglustat,0
Acetaminophen,Enzalutamide,3
Acetaminophen,Ergonovine,1
Acetaminophen,Ergotamine,1
Acetaminophen,Erythromycin,0
Acetaminophen,Ethanol,51
Acetaminophen,Everolimus,2
Acetaminophen,Felodipine,0
Acetaminophen,Floxuridine,0
Acetaminophen,Fluorouracil,0
Acetaminophen,Fluoxetine,0
Acetaminophen,Fluvastatin,2
Acetaminophen,Fluvoxamine,0
Acetaminophen,Fosphenytoin,3
Acetaminophen,Gemfibrozil,0
Acetaminophen,Haloperidol,0
Acetaminophen,Hexobarbital,8
Acetaminophen,Ibrutinib,2
Acetaminophen,Imatinib,51
Acetaminophen,Imipramine,0
Acetaminophen,Irbesartan,0
Acetaminophen,Isavuconazole,2
Acetaminophen,Isoniazid,1
Acetaminophen,Isradipine,0
Acetaminophen,Itraconazole,0
Acetaminophen,Ivacaftor,2
Acetaminophen,Ketoconazole,0
Acetaminophen,Lapatinib,0
Acetaminophen,Leflunomide,0
Acetaminophen,Lidocaine,0
Acetaminophen,Lisuride,1
Acetaminophen,Lobeglitazone,0
Acetaminophen,Lorcaserin,0
Acetaminophen,Lorpiprazole,2
Acetaminophen,Losartan,0
Acetaminophen,Lovastatin,2
Acetaminophen,Lumacaftor,2
Acetaminophen,Methadone,0
Acetaminophen,Methotrimeprazine,0
Acetaminophen,Methylergometrine,1
Acetaminophen,Methylphenobarbital,8
Acetaminophen,Metoprolol,0
Acetaminophen,Metyrapone,2
Acetaminophen,Mexiletine,0
Acetaminophen,Midostaurin,0
Acetaminophen,Mifepristone,2
Acetaminophen,Mirabegron,0
Acetaminophen,Mitotane,3
Acetaminophen,Naloxegol,2
Acetaminophen,Nefazodone,0
Acetaminophen,Netupitant,2
Acetaminophen,Nicardipine,0
Acetazolamide,Acetylsalicylicacid,1
Acetazolamide,Alfentanil,1
Acetazolamide,Aminosalicylicacid,1
Acetazolamide,Amphetamine,19
Acetazolamide,Atorvastatin,1
Acetazolamide,Balsalazide,1
Acetazolamide,Benzphetamine,19
Acetazolamide,Bosutinib,2
Acetazolamide,Brinzolamide,1
Acetazolamide,Bromocriptine,1
Acetazolamide,Buprenorphine,1
Acetazolamide,Cabergoline,1
Acetazolamide,Candesartancilexetil,28
Acetazolamide,Carbamazepine,2
Acetazolamide,Cerivastatin,2
Acetazolamide,Codeine,1
Acetazolamide,Cyclosporine,2
Acetazolamide,Dextroamphetamine,19
Acetazolamide,Dextropropoxyphene,1
Acetazolamide,Diclofenamide,1
Acetazolamide,Diflunisal,1
Acetazolamide,Dihydroergotamine,1
Acetazolamide,Dorzolamide,1
Acetazolamide,Ergonovine,1
Acetazolamide,Ergotamine,1
Acetazolamide,Ethylmorphine,1
Acetazolamide,Fentanyl,1
Acetazolamide,Flecainide,2
Acetazolamide,Fluvastatin,2
Acetazolamide,Fosphenytoin,1
Acetazolamide,Hydrocodone,1
Acetazolamide,Hydromorphone,1
Acetazolamide,Ibrutinib,2
Acetazolamide,Ketobemidone,1
Acetazolamide,Levomethadylacetate,1
Acetazolamide,Lisuride,1
Acetazolamide,Lovastatin,2
Acetazolamide,Mefloquine,4
Acetazolamide,Memantine,19
Acetazolamide,Methadone,1
Acetazolamide,Methamphetamine,19
Acetazolamide,Methazolamide,1
Acetazolamide,Methylergometrine,1
Acetazolamide,Mianserin,4
Acetazolamide,Morphine,1
Acetohexamide,Alogliptin,10
Acetohexamide,Alprenolol,10
Acetohexamide,Aripiprazole,4
Acetohexamide,Arsenictrioxide,4
Acetohexamide,Asenapine,4
Acetohexamide,Atorvastatin,10
Acetohexamide,Bendroflumethiazide,4
Acetohexamide,Betamethasone,4
Acetohexamide,Betaxolol,10
Acetohexamide,Bezafibrate,10
Acetohexamide,Bisoprolol,10
Acetohexamide,Brexpiprazole,4
Acetohexamide,Bumetanide,4
Acetohexamide,Canagliflozin,10
Acetohexamide,Carteolol,10
Acetohexamide,Carvedilol,10
Acetohexamide,Celiprolol,10
Acetohexamide,Ceritinib,4
Acetohexamide,Chloramphenicol,0
Acetohexamide,Chlorpropamide,10
Acetohexamide,Cimetidine,2
Acetohexamide,Clofibrate,10
Acetohexamide,Clozapine,4
Acetohexamide,Cortisoneacetate,4
Acetohexamide,Cyproteroneacetate,4
Acetohexamide,Dabrafenib,4
Acetohexamide,Danazol,4
Acetohexamide,Dexamethasone,4
Acetohexamide,Diazoxide,4
Acetohexamide,Dicoumarol,11
Acetohexamide,Dienogest,4
Acetohexamide,Disopyramide,10
Acetohexamide,Drospirenone,4
Acetohexamide,Epinephrine,4
Acetohexamide,Ertugliflozin,10
Acetohexamide,Estradiol,4
Acetohexamide,Estronesulfate,4
Acetohexamide,Etacrynicacid,4
Acetohexamide,Ethanol,1
Acetohexamide,Ethinylestradiol,4
Acetohexamide,Etonogestrel,4
Acetohexamide,Everolimus,4
Acetohexamide,Fenofibrate,10
Acetohexamide,Furosemide,4
Acetohexamide,Gemfibrozil,10
Acetohexamide,Gliclazide,10
Acetohexamide,Glimepiride,10
Acetohexamide,Glipizide,10
Acetohexamide,Glyburide,10
Acetohexamide,Hydrocortisone,4
Acetohexamide,Hydroxyprogesteronecaproate,4
Acetohexamide,Iloperidone,4
Acetohexamide,Indapamide,4
Acetohexamide,Labetalol,10
Acetohexamide,Levonorgestrel,4
Acetohexamide,Linagliptin,10
Acetohexamide,Lipoicacid,10
Acetohexamide,Lurasidone,4
Acetohexamide,Medroxyprogesteroneacetate,4
Acetohexamide,Mestranol,4
Acetohexamide,Methotrimeprazine,4
Acetohexamide,Methylprednisolone,4
Acetohexamide,Metoprolol,10
Acetohexamide,Miconazole,10
Acetohexamide,Mifepristone,10
Acetohexamide,Nateglinide,10
Acetohexamide,Nebivolol,10
Acetohexamide,Niacin,4
Acetylcholine,Alprenolol,1
Acetylcholine,Ambenonium,1
Acetylcholine,Amiodarone,0
Acetylcholine,Atomoxetine,0
Acetylcholine,Betaxolol,0
Acetylcholine,Bisoprolol,1
Acetylcholine,Bupropion,0
Acetylcholine,Carteolol,1
Acetylcholine,Carvedilol,1
Acetylcholine,Celecoxib,0
Acetylcholine,Celiprolol,1
Acetylcholine,Chloroquine,0
Acetylcholine,Chlorpromazine,0
Acetylcholine,Cholecalciferol,0
Acetylcholine,Cimetidine,0
Acetylcholine,Cinacalcet,0
Acetylcholine,Citalopram,0
Acetylcholine,Clemastine,0
Acetylcholine,Clomipramine,0
Acetylcholine,Clotrimazole,0
Acetylcholine,Clozapine,0
Acetylcholine,Cocaine,0
Acetylcholine,Darifenacin,0
Acetylcholine,Decamethonium,1
Acetylcholine,Desipramine,0
Acetylcholine,Diphenhydramine,0
Acetylcholine,Donepezil,1
Acetylcholine,Dosulepin,0
Acetylcholine,Dronedarone,0
Acetylcholine,Duloxetine,0
Acetylcholine,Eliglustat,0
Acetylcholine,Fluoxetine,0
Acetylcholine,Fluvoxamine,0
Acetylcholine,Galantamine,1
Acetylcholine,Haloperidol,0
Acetylcholine,Imipramine,0
Acetylcholine,Isoflurophate,1
Acetylcholine,Isoniazid,0
Acetylcholine,Ketoconazole,0
Acetylcholine,Labetalol,1
Acetylcholine,Lorcaserin,0
Acetylcholine,Malathion,1
Acetylcholine,Mefloquine,1
Acetylcholine,Memantine,1
Acetylcholine,Methadone,0
Acetylcholine,Methotrimeprazine,0
Acetylcholine,Metoclopramide,1
Acetylcholine,Metoprolol,0
Acetylcholine,Midostaurin,0
Acetylcholine,Minaprine,1
Acetylcholine,Mirabegron,0
Acetylcholine,Nebivolol,1
Acetylcholine,Neostigmine,1
Acetylcholine,Nicardipine,0
Acetylsalicylicacid,Alclometasone,1
Acetylsalicylicacid,Aliskiren,9
Acetylsalicylicacid,Alogliptin,10
Acetylsalicylicacid,Alprenolol,9
Acetylsalicylicacid,Amiloride,9
Acetylsalicylicacid,Aminosalicylicacid,1
Acetylsalicylicacid,Amiodarone,0
Acetylsalicylicacid,Amrubicin,19
Acetylsalicylicacid,Anagrelide,1
Acetylsalicylicacid,Antipyrine,1
Acetylsalicylicacid,Apalutamide,3
Acetylsalicylicacid,Apixaban,1
Acetylsalicylicacid,Apremilast,1
Acetylsalicylicacid,Aprepitant,8
Acetylsalicylicacid,Argatroban,1
Acetylsalicylicacid,Azelastine,1
Acetylsalicylicacid,Balsalazide,31
Acetylsalicylicacid,Beclomethasonedipropionate,1
Acetylsalicylicacid,Benazepril,4
Acetylsalicylicacid,Bendroflumethiazide,4
Acetylsalicylicacid,Betamethasone,1
Acetylsalicylicacid,Betaxolol,9
Acetylsalicylicacid,Betrixaban,40
Acetylsalicylicacid,Bisoprolol,9
Acetylsalicylicacid,Bivalirudin,11
Acetylsalicylicacid,Brinzolamide,1
Acetylsalicylicacid,Bromfenac,1
Acetylsalicylicacid,Bromocriptine,10
Acetylsalicylicacid,Budesonide,1
Acetylsalicylicacid,Bumetanide,4
Acetylsalicylicacid,Canagliflozin,10
Acetylsalicylicacid,Candesartancilexetil,1
Acetylsalicylicacid,Capecitabine,0
Acetylsalicylicacid,Captopril,4
Acetylsalicylicacid,Carbamazepine,8
Acetylsalicylicacid,Carisoprodol,12
Carteolol,Acetylsalicylicacid,9
Carvedilol,Acetylsalicylicacid,9
Celecoxib,Acetylsalicylicacid,1
Celiprolol,Acetylsalicylicacid,9
Ceritinib,Acetylsalicylicacid,2
Chloroquine,Acetylsalicylicacid,1
Chlorpropamide,Acetylsalicylicacid,10
Cholecalciferol,Acetylsalicylicacid,0
Ciclesonide,Acetylsalicylicacid,1
Cilostazol,Acetylsalicylicacid,1
Citalopram,Acetylsalicylicacid,37
Clobetasolpropionate,Acetylsalicylicacid,1
Clodronicacid,Acetylsalicylicacid,1
Clopidogrel,Acetylsalicylicacid,1
Clotrimazole,Acetylsalicylicacid,0
Cortisoneacetate,Acetylsalicylicacid,1
Crisaborole,Acetylsalicylicacid,0
Cyclosporine,Acetylsalicylicacid,31
Dabigatranetexilate,Acetylsalicylicacid,11
Dabrafenib,Acetylsalicylicacid,3
Dapagliflozin,Acetylsalicylicacid,10
Dasatinib,Acetylsalicylicacid,11
Daunorubicin,Acetylsalicylicacid,19
Desmopressin,Acetylsalicylicacid,1
Desvenlafaxine,Acetylsalicylicacid,37
Dexamethasone,Acetylsalicylicacid,1
Dexketoprofen,Acetylsalicylicacid,1
Diclofenac,Acetylsalicylicacid,1
Diclofenamide,Acetylsalicylicacid,1
Dicoumarol,Acetylsalicylicacid,11
Diflunisal,Acetylsalicylicacid,1
Digoxin,Acetylsalicylicacid,2
Diltiazem,Acetylsalicylicacid,11
Dinoprostone,Acetylsalicylicacid,4
Disopyramide,Acetylsalicylicacid,10
Dorzolamide,Acetylsalicylicacid,1
Dosulepin,Acetylsalicylicacid,0
Doxorubicin,Acetylsalicylicacid,19
Drospirenone,Acetylsalicylicacid,30
Duloxetine,Acetylsalicylicacid,37
Enalapril,Acetylsalicylicacid,4
Enoxacin,Acetylsalicylicacid,34
Epinastine,Acetylsalicylicacid,1
Epirubicin,Acetylsalicylicacid,19
Eplerenone,Acetylsalicylicacid,9
Epoprostenol,Acetylsalicylicacid,1
Eprosartan,Acetylsalicylicacid,1
Escitalopram,Acetylsalicylicacid,37
Estrone,Acetylsalicylicacid,1
Estronesulfate,Acetylsalicylicacid,1
Etacrynicacid,Acetylsalicylicacid,4
Ethanol,Acetylsalicylicacid,1
Etodolac,Acetylsalicylicacid,1
Etoricoxib,Acetylsalicylicacid,1
Felodipine,Acetylsalicylicacid,0
Floxuridine,Acetylsalicylicacid,0
Flunisolide,Acetylsalicylicacid,1
Fluocinoloneacetonide,Acetylsalicylicacid,1
Fluorometholone,Acetylsalicylicacid,1
Fluorouracil,Acetylsalicylicacid,0
Fluoxetine,Acetylsalicylicacid,37
Flurbiprofen,Acetylsalicylicacid,1
Fluticasonefuroate,Acetylsalicylicacid,1
Fluticasonepropionate,Acetylsalicylicacid,1
Fluvastatin,Acetylsalicylicacid,0
Fluvoxamine,Acetylsalicylicacid,37
Folicacid,Acetylsalicylicacid,4
Fosphenytoin,Acetylsalicylicacid,8
Furosemide,Acetylsalicylicacid,4
Gemfibrozil,Acetylsalicylicacid,0
Gliclazide,Acetylsalicylicacid,10
Glimepiride,Acetylsalicylicacid,10
Glipizide,Acetylsalicylicacid,10
Glucosamine,Acetylsalicylicacid,37
Glyburide,Acetylsalicylicacid,10
Haloperidol,Acetylsalicylicacid,1
Hydralazine,Acetylsalicylicacid,9
Hydrocortisone,Acetylsalicylicacid,1
Ibrutinib,Acetylsalicylicacid,1
Ibuprofen,Acetylsalicylicacid,1
Idarubicin,Acetylsalicylicacid,19
Indapamide,Acetylsalicylicacid,4
Indomethacin,Acetylsalicylicacid,1
Irbesartan,Acetylsalicylicacid,0
Isavuconazole,Acetylsalicylicacid,2
Ketoconazole,Acetylsalicylicacid,0
Ketoprofen,Acetylsalicylicacid,1
Labetalol,Acetylsalicylicacid,9
Lapatinib,Acetylsalicylicacid,0
Leflunomide,Acetylsalicylicacid,0
Levofloxacin,Acetylsalicylicacid,34
Levomilnacipran,Acetylsalicylicacid,37
Lobeglitazone,Acetylsalicylicacid,0
Lornoxicam,Acetylsalicylicacid,1
Losartan,Acetylsalicylicacid,0
Lovastatin,Acetylsalicylicacid,0
Loxoprofen,Acetylsalicylicacid,1
Lubiprostone,Acetylsalicylicacid,4
Lumacaftor,Acetylsalicylicacid,2
Lumiracoxib,Acetylsalicylicacid,1
Masoprocol,Acetylsalicylicacid,1
Mefenamicacid,Acetylsalicylicacid,1
Meloxicam,Acetylsalicylicacid,1
Metamizole,Acetylsalicylicacid,1
Methazolamide,Acetylsalicylicacid,1
Methotrexate,Acetylsalicylicacid,2
Methylprednisolone,Acetylsalicylicacid,1
Metoprolol,Acetylsalicylicacid,9
Midostaurin,Acetylsalicylicacid,0
Mifepristone,Acetylsalicylicacid,2
Miglitol,Acetylsalicylicacid,10
Mometasone,Acetylsalicylicacid,1
Morniflumate,Acetylsalicylicacid,1
Mycophenolatemofetil,Acetylsalicylicacid,1
Mycophenolicacid,Acetylsalicylicacid,1
Nabumetone,Acetylsalicylicacid,1
Naproxen,Acetylsalicylicacid,1
Nateglinide,Acetylsalicylicacid,10
Nebivolol,Acetylsalicylicacid,9
Nefazodone,Acetylsalicylicacid,37
Nicardipine,Acetylsalicylicacid,0
Dienogest,Acitretin,4
Diethylstilbestrol,Acitretin,4
Doxycycline,Acitretin,1
Drospirenone,Acitretin,4
Estradiol,Acitretin,4
Estramustine,Acitretin,4
Estronesulfate,Acitretin,4
Ethinylestradiol,Acitretin,4
Etonogestrel,Acitretin,4
Gestodene,Acitretin,4
Levonorgestrel,Acitretin,4
Medroxyprogesteroneacetate,Acitretin,4
Mestranol,Acitretin,4
Methotrexate,Acitretin,51
Alfentanil,Aclidinium,1
Ambenonium,Aclidinium,4
Amoxapine,Aclidinium,4
Atropine,Aclidinium,45
Bendroflumethiazide,Aclidinium,2
Benzatropine,Aclidinium,45
Biperiden,Aclidinium,45
Buprenorphine,Aclidinium,1
Codeine,Aclidinium,1
Cyclopentolate,Aclidinium,45
Darifenacin,Aclidinium,45
Decamethonium,Aclidinium,4
Desloratadine,Aclidinium,45
Dextropropoxyphene,Aclidinium,1
Dicyclomine,Aclidinium,45
Donepezil,Aclidinium,4
Dronabinol,Aclidinium,22
Ethopropazine,Aclidinium,45
Ethylmorphine,Aclidinium,1
Fentanyl,Aclidinium,1
Fesoterodine,Aclidinium,45
Galantamine,Aclidinium,4
Homatropine,Aclidinium,45
Hydrocodone,Aclidinium,1
Hydromorphone,Aclidinium,1
Indapamide,Aclidinium,2
Ipratropiumbromide,Aclidinium,45
Isoflurophate,Aclidinium,4
Ketobemidone,Aclidinium,1
Levomethadylacetate,Aclidinium,1
Malathion,Aclidinium,4
Mefloquine,Aclidinium,4
Memantine,Aclidinium,4
Methadone,Aclidinium,1
Metoclopramide,Aclidinium,4
Mianserin,Aclidinium,45
Minaprine,Aclidinium,4
Mirabegron,Aclidinium,1
Morphine,Aclidinium,1
Nabilone,Aclidinium,22
Neostigmine,Aclidinium,4
Aminophylline,Adenosine,4
Caffeine,Adenosine,4
Carbamazepine,Adenosine,1
Digoxin,Adenosine,1
Amiodarone,Adinazolam,0
Apalutamide,Adinazolam,3
Aprepitant,Adinazolam,2
Armodafinil,Adinazolam,0
Atomoxetine,Adinazolam,0
Bortezomib,Adinazolam,0
Bosentan,Adinazolam,3
Carbamazepine,Adinazolam,8
Ceritinib,Adinazolam,2
Chloramphenicol,Adinazolam,0
Cholecalciferol,Adinazolam,0
Cimetidine,Adinazolam,0
Citalopram,Adinazolam,0
Clarithromycin,Adinazolam,0
Clemastine,Adinazolam,0
Clotrimazole,Adinazolam,0
Conivaptan,Adinazolam,2
Crizotinib,Adinazolam,0
Cyclosporine,Adinazolam,0
Dabrafenib,Adinazolam,3
Dasatinib,Adinazolam,2
Dihydroergotamine,Adinazolam,0
Diltiazem,Adinazolam,0
Doxycycline,Adinazolam,0
Dronedarone,Adinazolam,0
Enzalutamide,Adinazolam,3
Erythromycin,Adinazolam,0
Eslicarbazepineacetate,Adinazolam,0
Esomeprazole,Adinazolam,0
Fluoxetine,Adinazolam,0
Fluvoxamine,Adinazolam,0
Fosphenytoin,Adinazolam,8
Gemfibrozil,Adinazolam,0
Imatinib,Adinazolam,0
Isavuconazole,Adinazolam,2
Isoniazid,Adinazolam,0
Isradipine,Adinazolam,0
Itraconazole,Adinazolam,0
Ivacaftor,Adinazolam,2
Ketoconazole,Adinazolam,0
Lobeglitazone,Adinazolam,0
Lorpiprazole,Adinazolam,2
Lovastatin,Adinazolam,0
Lumacaftor,Adinazolam,3
Mifepristone,Adinazolam,2
Mitotane,Adinazolam,3
Moclobemide,Adinazolam,0
Modafinil,Adinazolam,0
Nefazodone,Adinazolam,0
Netupitant,Adinazolam,2
Nicardipine,Adinazolam,0
Alfentanil,Agomelatine,1
Amitriptyline,Agomelatine,1
Amobarbital,Agomelatine,1
Amoxapine,Agomelatine,1
Aripiprazole,Agomelatine,1
Asenapine,Agomelatine,1
Azelastine,Agomelatine,5
Azithromycin,Agomelatine,2
Benzocaine,Agomelatine,1
Bortezomib,Agomelatine,2
Brexpiprazole,Agomelatine,1
Brimonidine,Agomelatine,5
Bromazepam,Agomelatine,1
Brompheniramine,Agomelatine,1
Bupivacaine,Agomelatine,1
Buprenorphine,Agomelatine,5
Buspirone,Agomelatine,1
Butamben,Agomelatine,1
Caffeine,Agomelatine,2
Carbamazepine,Agomelatine,1
Carbinoxamine,Agomelatine,1
Carisoprodol,Agomelatine,1
Chloroprocaine,Agomelatine,1
Chlorphenamine,Agomelatine,1
Chlorpromazine,Agomelatine,1
Chlorzoxazone,Agomelatine,1
Cinchocaine,Agomelatine,1
Citalopram,Agomelatine,2
Clemastine,Agomelatine,1
Clomipramine,Agomelatine,1
Clonazepam,Agomelatine,1
Clonidine,Agomelatine,1
Clorazepate,Agomelatine,1
Clotrimazole,Agomelatine,2
Clozapine,Agomelatine,1
Cocaine,Agomelatine,1
Codeine,Agomelatine,1
Cyclizine,Agomelatine,1
Cyclobenzaprine,Agomelatine,1
Cyproheptadine,Agomelatine,1
Dantrolene,Agomelatine,1
Desipramine,Agomelatine,1
Desloratadine,Agomelatine,1
Desvenlafaxine,Agomelatine,1
Deutetrabenazine,Agomelatine,48
Dexmedetomidine,Agomelatine,1
Dextropropoxyphene,Agomelatine,1
Diazepam,Agomelatine,1
Diphenhydramine,Agomelatine,1
Dosulepin,Agomelatine,2
Doxepin,Agomelatine,1
Doxylamine,Agomelatine,5
Dronabinol,Agomelatine,5
Duloxetine,Agomelatine,1
Enflurane,Agomelatine,1
Entacapone,Agomelatine,1
Escitalopram,Agomelatine,1
Estazolam,Agomelatine,1
Eszopiclone,Agomelatine,1
Ethanol,Agomelatine,5
Ethosuximide,Agomelatine,1
Ethotoin,Agomelatine,1
Ethylmorphine,Agomelatine,1
Etizolam,Agomelatine,1
Etomidate,Agomelatine,1
Ezogabine,Agomelatine,1
Felbamate,Agomelatine,1
Fentanyl,Agomelatine,1
Fexofenadine,Agomelatine,1
Flibanserin,Agomelatine,1
Flunarizine,Agomelatine,1
Flunitrazepam,Agomelatine,1
Fluoxetine,Agomelatine,1
Flupentixol,Agomelatine,1
Fluphenazine,Agomelatine,1
Flurazepam,Agomelatine,1
Fluticasonepropionate,Agomelatine,1
Fluvoxamine,Agomelatine,2
Fosphenytoin,Agomelatine,1
Fospropofol,Agomelatine,1
Gabapentin,Agomelatine,1
Glutethimide,Agomelatine,1
Guanfacine,Agomelatine,1
Haloperidol,Agomelatine,1
Halothane,Agomelatine,1
Hexobarbital,Agomelatine,1
Hydrocodone,Agomelatine,5
Hydromorphone,Agomelatine,1
Hydroxyzine,Agomelatine,5
Iloperidone,Agomelatine,1
Imipramine,Agomelatine,1
Isoflurane,Agomelatine,1
